Id,Level,Word,Type,Turkish,English Meaning,English Example
2042,A1-A2,forty ,num, kırk,the English word 'forty'.,"In practice, 'forty' is used in contexts where clarity matters."
2043,A1-A2,four ,num, dört,the English word 'four'.,"In practice, 'four' is used in contexts where clarity matters."
2044,A1-A2,fourteen ,num, on dört,the English word 'fourteen'.,"In practice, 'fourteen' is used in contexts where clarity matters."
2045,A1-A2,fourth ,ord num, dördüncü,the English word 'fourth'.,"In practice, 'fourth' is used in contexts where clarity matters."
2046,A1-A2,free ,adj," özgür, serbest; ücretsiz",describing someone or something as 'free'.,"Her approach is far more free than the previous one, which saves considerable time."
2047,A1-A2,Friday ,n, cuma,Friday: a countable or uncountable noun depending on context.,"Due to the Friday, the team had to revise the timeline, which affected several groups."
2048,A1-A2,friend ,n," arkadaş, dost",friend: a countable or uncountable noun depending on context.,His explanation clarified what the friend actually involves in practice.
2049,A1-A2,friendly ,adj," arkadasça, dostça, dostane",somewhat like 'friendl'; having that quality.,"Although the plan looked friendly at first, it turned out to be highly effective."
2050,A1-A2,from ,prep," -den, -dan, itibaren",preposition: starting point in time or place; source.,They relocated from the city to a small town.
2051,A1-A2,front ,adj," ön, ilk",describing someone or something as 'front'.,"Her approach is far more front than the previous one, which saves considerable time."
2052,A1-A2,front ,n," ön, yüz, cephe",front: a countable or uncountable noun depending on context.,His explanation clarified what the front actually involves in practice.
2053,A1-A2,fruit ,n," meyve, sonuç",fruit: a countable or uncountable noun depending on context.,"The fruit played a crucial role in the outcome, though few noticed it at first."
2054,A1-A2,full ,adj," dolu, tam; tok",describing someone or something as 'full'.,"To remain full under pressure, you need clear priorities and regular breaks."
2055,A1-A2,fun ,n," zevk, eğlence, şaka",fun: a countable or uncountable noun depending on context.,"Without adequate fun, the entire plan could have fallen apart."
2056,A1-A2,funny ,adj," komik, eğlenceli",somewhat like 'funn'; having that quality.,"Although the plan looked funny at first, it turned out to be highly effective."
2057,A1-A2,future ,n, gelecek,future: a countable or uncountable noun depending on context.,"The future played a crucial role in the outcome, though few noticed it at first."
2058,A1-A2,factor ,n," etken, unsur",a person or thing that 'fact'‑s.,His explanation clarified what the factor actually involves in practice.
2059,A1-A2,factory ,n, fabrika,factory: a countable or uncountable noun depending on context.,"Due to the factory, the team had to revise the timeline, which affected several groups."
2060,A1-A2,fail ,v," başaramamak, becerememek, başarısız olmak",to fail: to perform the action of 'fail'.,We were advised to fail carefully so we wouldn’t overlook any detail.
2061,A1-A2,fair ,adj," sarışın, fuar, adil, dürüst, açık",describing someone or something as 'fair'.,The summary is sufficiently fair for a board-level discussion.
2062,A1-A2,fall ,n, sonbahar,fall: a countable or uncountable noun depending on context.,"The fall played a crucial role in the outcome, though few noticed it at first."
2063,A1-A2,fan ,n," fanatik, hayran; vantilatör",fan: a countable or uncountable noun depending on context.,His explanation clarified what the fan actually involves in practice.
2064,A1-A2,farm ,v," çiftçilik yapmak, yetiştirmek",to farm: to perform the action of 'farm'.,"If you farm consistently, you’ll see measurable progress within a few weeks."
2065,A1-A2,farming ,n," tarım, çiftçilik",the activity or process of 'farm'‑ing.,"Without adequate farming, the entire plan could have fallen apart."
2066,A1-A2,fashion ,n," moda, adet, tarz, biçim",fashion: a countable or uncountable noun depending on context.,"Without adequate fashion, the entire plan could have fallen apart."
2067,A1-A2,fat ,n, yağ,fat: a countable or uncountable noun depending on context.,"The fat played a crucial role in the outcome, though few noticed it at first."
2068,A1-A2,fear ,n," korku, endişe",fear: a countable or uncountable noun depending on context.,"Due to the fear, the team had to revise the timeline, which affected several groups."
2069,A1-A2,feature ,n, özellik,feature: a countable or uncountable noun depending on context.,"The feature played a crucial role in the outcome, though few noticed it at first."
2070,A1-A2,feed ,v," beslemek, yiyecek vermek",to feed: to perform the action of 'feed'.,"She has been trying to feed the report, but unexpected issues kept coming up."
2071,A1-A2,female ,adj," dişi, kadın",describing someone or something as 'female'.,"Although the plan looked female at first, it turned out to be highly effective."
2072,A1-A2,female ,n, kadın,female: a countable or uncountable noun depending on context.,"Due to the female, the team had to revise the timeline, which affected several groups."
2073,A1-A2,fiction ,n," düş, uydurma, kurgu",the act or process of 'fic'‑ing; or the result of it.,"Due to the fiction, the team had to revise the timeline, which affected several groups."
2074,A1-A2,field ,n," tarla, alan, arazi",field: a countable or uncountable noun depending on context.,"Due to the field, the team had to revise the timeline, which affected several groups."
2075,A1-A2,fight ,n," kavga, dövüş; savaş",fight: a countable or uncountable noun depending on context.,"The fight played a crucial role in the outcome, though few noticed it at first."
2076,A1-A2,fight ,v," dövüşmek, savaşmak, kavga etmek",to fight: to perform the action of 'fight'.,We were advised to fight carefully so we wouldn’t overlook any detail.
2077,A1-A2,figure ,n," figür, şekil, vücut yapısı, tip; rakam; şahsiyet",figure: a countable or uncountable noun depending on context.,His explanation clarified what the figure actually involves in practice.
2078,A1-A2,film ,v," film çekmek, kaplamak",to film: to perform the action of 'film'.,"If you film consistently, you’ll see measurable progress within a few weeks."
2079,A1-A2,final ,n, final,final: a countable or uncountable noun depending on context.,"The final played a crucial role in the outcome, though few noticed it at first."
2080,A1-A2,finally ,adv," sonunda, nihayet",in a 'final' manner; to a 'final' degree.,"She handled the situation finally, even though the deadline was tight."
2081,A1-A2,finger ,n, parmak,a person or thing that 'fing'‑s.,"Due to the finger, the team had to revise the timeline, which affected several groups."
2082,A1-A2,finish ,n," varış, bitiş, son",finish: a countable or uncountable noun depending on context.,His explanation clarified what the finish actually involves in practice.
2083,A1-A2,first ,n, ilk,first: a countable or uncountable noun depending on context.,"The first played a crucial role in the outcome, though few noticed it at first."
2084,A1-A2,firstly ,adv," ilk olarak, birinci olarak",in a 'first' manner; to a 'first' degree.,The system now runs firstly after the latest patch.
2085,A1-A2,fish ,v, balık tutmak,to fish: to perform the action of 'fish'.,"She has been trying to fish the report, but unexpected issues kept coming up."
2086,A1-A2,fishing ,n," balık tutma, balıkçılık",the activity or process of 'fish'‑ing.,"Without adequate fishing, the entire plan could have fallen apart."
2087,A1-A2,fit ,adj," sağlıklı, zinde, formda, uygun",describing someone or something as 'fit'.,"Although the plan looked fit at first, it turned out to be highly effective."
2088,A1-A2,fit ,v," uymak, yakışmak",to fit: to perform the action of 'fit'.,We were advised to fit carefully so we wouldn’t overlook any detail.
2089,A1-A2,fix ,v," tamir etmek, yerleştirmek",to fix: to perform the action of 'fix'.,"If you fix consistently, you’ll see measurable progress within a few weeks."
2090,A1-A2,flat ,adj," düz, havasız, sıkıcı",describing someone or something as 'flat'.,"Her approach is far more flat than the previous one, which saves considerable time."
2091,A1-A2,flu ,n, grip,flu: a countable or uncountable noun depending on context.,"The flu played a crucial role in the outcome, though few noticed it at first."
2092,A1-A2,fly ,n, sinek,fly: a countable or uncountable noun depending on context.,His explanation clarified what the fly actually involves in practice.
2093,A1-A2,flying ,adj," uçan, uçucu",describing someone or something as 'flying'.,"Although the plan looked flying at first, it turned out to be highly effective."
2094,A1-A2,flying ,n, köpük,the activity or process of 'fly'‑ing.,"Without adequate flying, the entire plan could have fallen apart."
2095,A1-A2,focus ,n," odak noktası, odak",focus: a countable or uncountable noun depending on context.,"Without adequate focus, the entire plan could have fallen apart."
2096,A1-A2,focus ,v," odaklamak, bir noktada toplamak, yoğunlaşmak",to focus: to perform the action of 'focus'.,We were advised to focus carefully so we wouldn’t overlook any detail.
2097,A1-A2,following ,adj," takip eden, sonraki",describing someone or something as 'following'.,"Although the plan looked following at first, it turned out to be highly effective."
2098,A1-A2,foreign ,adj, yabancı,describing someone or something as 'foreign'.,"Although the plan looked foreign at first, it turned out to be highly effective."
2099,A1-A2,forest ,n, orman,forest: a countable or uncountable noun depending on context.,"The forest played a crucial role in the outcome, though few noticed it at first."
2100,A1-A2,fork ,n, çatal,fork: a countable or uncountable noun depending on context.,"Without adequate fork, the entire plan could have fallen apart."
2101,A1-A2,formal ,adj," resmi, kamusal",related to or characteristic of 'form'.,"Her approach is far more formal than the previous one, which saves considerable time."
